number,value,datetime_start,datetime_complete,duration,params_a_0,params_a_1,params_a_2,params_a_3,params_a_4,params_a_5,params_a_6,params_u_dc_0,params_u_dc_1,params_u_dc_2,params_u_dc_3,params_u_dc_4,params_u_dc_5,params_u_dc_6,state
145,0.5413891531874405,2025-11-12 00:19:27.189359,2025-11-12 01:12:42.712938,0 days 00:53:15.523579,0.689596791327452,0.3439659024011324,-1.7904530406645032,-0.0257432636203301,-1.169278539337949,-0.2535100355986034,0.45857816425279296,0.12381988277837053,0.6472576228854048,0.919742242163498,0.3525221095528566,0.291603312686159,0.6569275741128665,0.2516355753156284,COMPLETE
146,0.4933396764985728,2025-11-12 01:12:43.237256,2025-11-12 02:06:10.657301,0 days 00:53:27.420045,0.5924492745086738,0.18249450812892123,-1.8541500071338648,0.43057584825114525,0.5523699064763373,-0.033290247730858924,0.5939308364017168,0.18233469703952215,0.6177848806022871,0.8293007227721668,0.4797102167953001,0.33804828505797047,0.6283412265048832,0.20389134202678008,COMPLETE
147,0.47240723120837297,2025-11-12 02:06:10.996015,2025-11-12 02:59:41.630265,0 days 00:53:30.634250,0.8654304620125337,0.2496357217004102,-1.9379129398524066,0.10508112837189862,0.3688174055751012,0.17670341588163882,0.8105072833305695,0.09975616745531912,0.5649130455410554,0.8880108256065875,0.3368643747427704,0.13399450448971578,0.012540077778234005,0.3032635248882811,COMPLETE
148,0.7183634633682208,2025-11-12 02:59:41.987660,2025-11-12 03:53:03.686856,0 days 00:53:21.699196,0.5198081571030868,0.41096391062516213,-1.7359251928125927,0.5203025830065713,0.12317524093503542,0.28266108888646946,1.107176396311032,0.02954372631704117,0.5475767379117051,0.9552831349553966,0.42042780076644104,0.37667444903806363,0.602151590725122,0.14632863969512783,COMPLETE
149,0.7407231208372979,2025-11-12 03:53:03.998628,2025-11-12 04:46:11.816628,0 days 00:53:07.818000,0.7534257097785292,0.6848116970728225,-1.693082848832375,0.21054974980697544,0.3672941671422573,0.012617357619031544,0.9499379895586884,0.051507670793758786,0.5162025234856397,0.8558112362873858,0.3798641937930743,0.2381663771651318,0.5243393737334691,0.07822576259847269,COMPLETE
150,0.7126546146527117,2025-11-12 04:46:12.096977,2025-11-12 05:39:34.222181,0 days 00:53:22.125204,1.0972772529887214,0.6151880101176322,-1.988223531429436,-0.02022454700561127,-0.09926959618586756,-0.10723147240295557,1.2845597371722333,0.05366397857713176,0.5268385027509657,0.8534159447034808,0.32682760620415413,0.27313312602592177,0.55786769129157,0.07250432390420601,COMPLETE
151,0.7392959086584205,2025-11-12 05:39:34.463272,2025-11-12 06:32:47.000826,0 days 00:53:12.537554,0.7940546485558526,0.7104607166196839,-1.7223935025746187,0.18636998996884468,0.3832247987852146,0.04430779152869479,0.9872911916276251,0.07696862756413764,0.5151458341608082,0.9291665150274361,0.3826044779660222,0.23720523043294622,0.5227945102597756,0.1112923041641002,COMPLETE
152,0.7407231208372979,2025-11-12 06:32:47.336759,2025-11-12 07:26:03.339856,0 days 00:53:16.003097,0.7660468921179884,0.7476656311046909,-1.7484485969153662,0.1531857483337667,0.38671200621867885,0.05363101535098788,0.9745299984089151,0.08140658147275072,0.5129634324513686,0.9164207324374066,0.37736541546994895,0.23871363427664943,0.5061612069491634,0.0387586553145428,COMPLETE
153,0.7383444338725024,2025-11-12 07:26:03.902223,2025-11-12 08:19:23.010899,0 days 00:53:19.108676,0.9997223254511909,0.6745264937524498,-1.733136149301676,0.20980257346749998,0.3397204409948406,0.055436829431473295,0.9696392879633584,0.08203289659768294,0.5119507092842778,0.9332751221585953,0.37056182974002044,0.2375997373428989,0.5059820543613517,0.05572294974968317,COMPLETE
154,0.7421503330161751,2025-11-12 08:19:23.323501,2025-11-12 09:12:47.953385,0 days 00:53:24.629884,0.8012852027922605,0.7270691973926553,-1.7335001108332226,0.1951680426438993,0.35940368647213994,0.0470957719673989,0.981379225980666,0.08057120326924713,0.5780946945907531,0.9199425185456118,0.37682548112842096,0.2420239673449507,0.5153279277718861,0.04101431148055358,COMPLETE
155,0.7473834443387251,2025-11-12 09:12:48.495902,2025-11-12 10:05:36.361029,0 days 00:52:47.865127,0.9922920789030619,0.7343209775575209,-1.7470371478292186,0.20731790885799167,0.3470604571289223,0.016753023528377348,0.983595954829801,0.030630306983218815,0.5873578286245401,0.9108815573123089,0.3743578085713107,0.22866320056301848,0.5020027556634334,0.04826068424946473,COMPLETE
156,0.7159847764034253,2025-11-12 10:05:36.693257,2025-11-12 10:58:00.086575,0 days 00:52:23.393318,1.2413713576639958,0.7461637883619457,-1.7263729408819306,0.17581105738691602,0.6350521589441872,1.9977626238890633,0.9430023750911765,0.03546480906049373,0.576229973141801,0.9227194177232665,0.377373273025002,0.22704791291247922,0.4966952867908089,0.0347653910679209,COMPLETE
157,0.7445290199809705,2025-11-12 10:58:00.340546,2025-11-12 11:50:18.691036,0 days 00:52:18.350490,1.1641895724469438,0.9297326533513861,-1.7722348183295804,0.23108268683423877,0.5042435588676597,0.06683703101335503,1.0419079339971706,0.05302930427620131,0.6046319680050487,0.8747916785414048,0.4091997613144499,0.2340859836806858,0.5149825386447092,0.015224344544007923,COMPLETE
158,0.7297811607992388,2025-11-12 11:50:19.145635,2025-11-12 12:42:44.716516,0 days 00:52:25.570881,1.1913202753776115,0.9114923623731199,-1.774954577205298,0.23003743572796082,0.4629643592056815,0.07775494856817182,1.0316930601232048,0.04551280370666776,0.6144017821177394,0.8802914590298896,0.4054120933186506,0.19484857283393878,0.5269404454428787,0.01749070214234216,COMPLETE
159,0.7174119885823026,2025-11-12 12:42:45.250582,2025-11-12 13:35:31.459836,0 days 00:52:46.209254,1.0293347499737633,0.7197368533593983,-1.6879882971667224,0.0583551616036104,0.2162972414104026,-0.1769487817206664,0.873095181154734,0.0204757772567458,0.6398309109021869,0.9335356965157845,0.42338193794792567,0.1713828779709096,0.46185424335485653,0.0666830770599098,COMPLETE
160,0.6893434823977165,2025-11-12 13:35:31.699598,2025-11-12 14:28:00.431735,0 days 00:52:28.732137,0.7939840370550443,0.7085056176530267,-1.5812963562474815,0.2174559268779041,0.7304605575084184,-0.11319377208833814,0.9926740674782838,0.05584717598380675,0.5935246972542245,0.9732589778024745,0.3768904201104026,0.20811148846320374,0.5573792184623705,0.04810328380870149,COMPLETE
161,0.731208372978116,2025-11-12 14:28:00.714738,2025-11-12 15:20:25.278981,0 days 00:52:24.564243,0.9568228358694082,0.8738639986939162,-1.8778112032609822,0.1137912632312529,0.5258201269301254,0.04699943090323824,1.1711533234919256,0.06414109804986577,0.5704443977151913,0.8703184071526127,0.45329552703589054,0.2373756156352797,0.5132021700567964,0.015805671704742928,COMPLETE
162,0.4862036156041865,2025-11-12 15:20:25.609671,2025-11-12 16:12:54.579248,0 days 00:52:28.969577,1.1352042579132529,0.6287657825430302,-1.7985573348627173,0.31634729046595167,0.3485102597861933,0.15426174881271654,1.0663843018939207,0.07612950384059658,0.5517995471995283,0.9067311066615849,0.3600219726870215,0.2786483332453498,0.4899308129165165,0.040574027378461594,COMPLETE
163,0.7335870599429115,2025-11-12 16:12:55.094271,2025-11-12 17:05:16.762209,0 days 00:52:21.667938,1.008211356994245,0.5576892887846521,-1.7504594437301506,0.034526514788040724,0.2730442063716017,-0.07443400739618045,0.9564472086265091,0.028375675928154327,0.5908992188097435,0.9217637045061491,0.41069106787691106,0.23703203693373243,0.4689226460269508,0.07257834173959468,COMPLETE
164,0.5623215984776403,2025-11-12 17:05:17.105386,2025-11-12 17:57:44.194546,0 days 00:52:27.089160,1.4227832351619134,0.8336460062027706,-1.9185023722721473,0.205492540651044,0.3757210110459289,0.04229149744328118,0.8664214761341777,0.10224480204378239,0.6129639030852991,0.8512535575870919,0.38933175768852035,0.2204276414345156,0.5206355352347175,0.05441733636437269,COMPLETE
165,0.7169362511893435,2025-11-12 17:57:44.508236,2025-11-12 18:50:12.469690,0 days 00:52:27.961454,1.2896162628900532,0.9417628527983647,-1.661902646391753,0.2736576613144578,0.5871597999444641,0.23362298614503663,1.2239093902436007,0.05152027621654863,0.5683289753729497,0.09538702979802322,0.35839982096356604,0.2576998153817427,0.4424231705249471,0.10626618577509815,COMPLETE
166,0.7216936251189343,2025-11-12 18:50:12.713424,2025-11-12 19:42:38.184454,0 days 00:52:25.471030,0.8195938332492901,0.758951905873875,-1.5369294791701584,-0.08037044487655959,0.5012754677946168,0.1296561019938351,1.0776138575424685,0.07503766382308058,0.5363435744319615,0.9095951595051268,0.3823874474701549,0.30161373420908,0.48527853959741696,0.03360274563736608,COMPLETE
167,0.7278782112274025,2025-11-12 19:42:38.610231,2025-11-12 20:35:12.151995,0 days 00:52:33.541764,0.982788018265723,0.6684190912567669,-1.8158426295208598,0.11808594814431671,0.17477342282407668,-0.23789901938544486,0.736660960782881,0.010561145306275378,0.47953141957686984,0.9310747535209242,0.4397799603400487,0.18592637401638862,0.5442968298735652,0.07737960858262988,COMPLETE
168,0.7316841103710752,2025-11-12 20:35:12.412609,2025-11-12 21:28:21.626488,0 days 00:53:09.213879,0.7281299794536896,1.0185252782426915,-1.9936645761512448,0.16646188935882678,0.30360709742415876,0.0072564885360942855,0.9642657966872004,0.04275255801613115,0.5507429101821777,0.8868466404006236,0.4111099307534878,0.8432405092694405,0.5906086314586382,0.015030282127736841,COMPLETE
169,0.47954329210275926,2025-11-12 21:28:21.933099,2025-11-12 22:21:00.057352,0 days 00:52:38.124253,0.9151672911126607,0.48076897306725574,-1.6945814636346483,0.046929818413012886,0.6447951016085179,0.19905608595465318,0.8752466100802209,0.10903338393061099,0.5093205630717922,0.9711125904397372,0.3491662885561006,0.2440437952964688,0.5426003852707786,0.05142453774009428,COMPLETE
170,0.7350142721217888,2025-11-12 22:21:00.295315,2025-11-12 23:13:46.881304,0 days 00:52:46.585989,0.7444057357840558,0.5478292722924166,-1.598676523125856,0.2828053428529549,0.4146552009328971,-0.09365901527387097,1.146377508600279,0.07599464414736909,0.6886113710277788,0.9405729948209416,0.38310223120510667,0.2714020605514507,0.4160821726860965,0.10746462767938789,COMPLETE
171,0.7335870599429115,2025-11-12 23:13:47.133910,2025-11-13 00:06:22.775761,0 days 00:52:35.641851,0.837013923313483,0.7131616388143278,-1.855170695744331,-0.03022062359599717,0.3285174855021245,0.023228549767033008,1.003189805375137,0.08269989977945577,0.5199139500819556,0.8991674682892162,0.3598889134871171,0.2528098232643483,0.5050073586760738,0.0893770359510227,COMPLETE
172,0.7183634633682208,2025-11-13 00:06:23.030656,2025-11-13 00:59:00.132113,0 days 00:52:37.101457,1.070550629700649,0.817532130227774,-1.8858632176423642,-0.1451995813853027,0.37628779057187,0.05735030039501546,0.8297783173270024,0.05907918645849942,0.4949245241799583,0.8712584591258409,0.31624920938323364,0.2189061137810968,0.5067369424344688,0.04021226464202034,COMPLETE
173,0.7392959086584205,2025-11-13 00:59:00.418516,2025-11-13 01:51:30.791794,0 days 00:52:30.373278,0.6550190520155743,0.43021928201357434,-1.7494691289494742,0.14074881844960874,0.2426759477667304,-0.023988672111251746,0.7488861402067286,0.09532098695889611,0.5793210432239386,0.9026432822794896,0.421401260460635,0.2641194322891989,0.48121980156069233,0.06539721687194969,COMPLETE
174,0.735965746907707,2025-11-13 01:51:31.222391,2025-11-13 02:44:08.227348,0 days 00:52:37.004957,0.6412118541977256,0.6183448747645222,-1.7432150538477809,0.1988009410950161,0.2536791487911907,0.116700292652149,0.9485804614489409,0.11923314802173615,0.6303796238032298,0.9814931708368712,0.4264861832288793,0.2905058669953096,0.475922745203249,0.06545468868779075,COMPLETE
175,0.7407231208372979,2025-11-13 02:44:08.492159,2025-11-13 03:36:39.356780,0 days 00:52:30.864621,0.8914598682529203,0.43858012546191916,-1.5199882943086247,0.12107564225615727,0.11897828517130053,-0.04055726101866716,0.742453446610694,0.031074961157267142,0.5961905859775521,0.9358173033643024,0.4046651012524579,0.23384977398008122,0.5688188976370485,0.08869718226792811,COMPLETE
176,0.7397716460513797,2025-11-13 03:36:39.609558,2025-11-13 04:29:17.697046,0 days 00:52:38.087488,0.8922409751574562,0.44830119565693094,-1.4128113081149327,0.11597383335393695,0.10954649339321855,-0.07233234216621381,0.7358173226789043,0.02915726270006984,0.5931850218108274,0.9449052040528422,0.4664594741814511,0.19935261952987648,0.5724393222380784,0.07925520940599837,COMPLETE
177,0.7126546146527117,2025-11-13 04:29:18.090461,2025-11-13 05:21:51.504545,0 days 00:52:33.414084,0.8852373223714836,0.4849074476024585,-1.4435218743538052,0.06492552713642627,0.06420576185337216,-0.15577481484047082,0.7569854941555257,0.02517798515554996,0.5921924375887564,0.95485085648143,0.44272433998077193,0.19848982821019345,0.6168183252411892,0.08740354815146109,COMPLETE
178,0.7383444338725024,2025-11-13 05:21:51.816271,2025-11-13 06:15:02.675737,0 days 00:53:10.859466,0.7416910178732891,0.4609465721302894,-1.3902292992383067,0.11931626575971523,0.11971039797787703,0.2571935139629948,0.7353130795130683,0.03606000198087786,0.6022773283399492,0.9132752299468894,0.465011355013583,0.15922687058495902,0.554829978964798,0.11443117280664322,COMPLETE
179,0.7121788772597526,2025-11-13 06:15:02.948659,2025-11-13 07:08:09.930770,0 days 00:53:06.982111,0.8960777875307053,0.5824287486758333,-1.566991012379702,0.34848493036831213,0.19915443781452905,-0.31360711141499165,0.8531771361006315,0.044535962937965565,0.6624009302008862,0.9891510234081842,0.4996299435331988,0.21145298126966738,0.5708790209133041,0.02817951588555908,COMPLETE
180,0.7397716460513797,2025-11-13 07:08:10.204364,2025-11-13 08:01:16.978623,0 days 00:53:06.774259,1.5925709595936142,0.429019161243557,-1.5115986762171056,0.2838069868097012,-0.006234787593133728,-0.0648500380175043,1.0875020942983786,0.013927808309123713,0.6221781329089557,0.9476876705265399,0.4105119769201542,0.17120959033036848,0.5759135418923179,0.08066143921537836,COMPLETE
181,0.7373929590865842,2025-11-13 08:01:17.296288,2025-11-13 08:54:26.637678,0 days 00:53:09.341390,1.642695984241552,0.40221934552528993,-1.4900000924556336,0.26758013879495796,-0.0106719761980055,-0.06416699450182513,1.0584870069198302,0.01767826879218315,0.6316093256518243,0.9395383946927051,0.4082052590662216,0.16899498766083582,0.5740259443851048,0.09539079939838806,COMPLETE
182,0.725499524262607,2025-11-13 08:54:27.161515,2025-11-13 09:47:17.826805,0 days 00:52:50.665290,0.7933389244199567,0.4383809217332206,-1.5162502268654299,0.4371450311688768,0.14646288777129787,-0.04731945749909391,1.3816882535974384,0.033502335695821096,0.5827649283950589,0.9618688710211565,0.47410814321193495,0.567866184511516,0.5970193104471885,0.07811510793303464,COMPLETE
183,0.44766888677450045,2025-11-13 09:47:18.148296,2025-11-13 10:39:24.547667,0 days 00:52:06.399371,1.9355444251315146,0.5461272977620006,-1.6105854200371397,0.1257155441071604,-0.05276361706253921,-0.22138484073176878,1.2518562134060023,0.061224887906428035,0.6135287105347877,0.9155507659832576,0.4257005214120132,0.22681513039576226,0.6364089171893117,0.011358595758878182,COMPLETE
184,0.7326355851569933,2025-11-13 10:39:24.762724,2025-11-13 11:31:27.065230,0 days 00:52:02.302506,0.6737551516958066,0.7865398757134643,-1.2817167813912775,0.28670041322716894,0.04699110949992537,0.1640681684282589,0.8926513537785564,0.013531664382533788,0.556264908893494,0.9413817991438983,0.39968664151139927,0.18819233048078574,0.5354904659505741,0.13215660318558398,COMPLETE
185,0.7021883920076119,2025-11-13 11:31:27.325148,2025-11-13 12:23:37.327409,0 days 00:52:10.002261,0.855462852532296,0.528696969264254,-1.4118391786354272,0.35773435153910427,0.2360706764321328,-0.1407599783322839,1.1039725074462807,0.058802119004386574,0.6550953589320742,0.8925987530868088,0.4444563696863605,0.2786957744472838,0.6750273886240655,0.04814877014762992,COMPLETE
186,0.7350142721217888,2025-11-13 12:23:37.652430,2025-11-13 13:15:43.190741,0 days 00:52:05.538311,1.4770029305556494,0.6158776494006488,-1.1939865999213868,0.16263266220312922,0.48933229022277536,0.10436820642021309,0.8112047247468632,0.04084534296824305,0.6031237643864207,0.9685056854694651,0.39316207621959126,0.13569680064602102,0.7178884898600734,0.11466833040240382,COMPLETE
187,0.6398667935299714,2025-11-13 13:15:43.518245,2025-11-13 14:09:18.362745,0 days 00:53:34.844500,1.6992729002585005,0.4186565649355529,-1.6470738847476727,0.04559776885583244,-0.16459925652735136,-0.03220403858560161,0.7153267427916046,0.10219635559205004,0.5831660153006426,0.9218725140869227,0.41957263681060486,0.20234120407535772,0.5758099237775054,0.064947431392389,COMPLETE
188,0.7445290199809705,2025-11-13 14:09:18.698501,2025-11-13 15:01:43.422409,0 days 00:52:24.723908,0.9522563172104707,0.7349552254645458,-1.5132467059164103,0.22407420025168903,0.09197198281289995,0.2480531894582854,1.0274254557277014,0.011328570573724411,0.6317270668528276,0.883333853400836,0.45286317057277387,0.23512244686917524,0.5522229186317251,0.16274506152199594,COMPLETE
189,0.7231208372978116,2025-11-13 15:01:43.759352,2025-11-13 15:54:05.958046,0 days 00:52:22.198694,0.9577136016895954,0.8476208110342731,-1.5396588975151855,0.21963477229757836,0.16510960721800538,0.2639328486699315,1.021331927326165,0.02602813398709418,0.638412796164741,0.869908474024908,0.45443824167893065,0.22990330230743627,0.5257534163013107,0.09031803740534106,COMPLETE
190,0.7245480494766888,2025-11-13 15:54:06.247065,2025-11-13 16:46:10.709903,0 days 00:52:04.462838,1.1653947723621318,0.3114586469379431,-1.6806274394768221,0.11785917803768947,0.559331066783747,1.3191269164065578,1.1518925759058958,0.010931995956442925,0.6202371614553427,0.8262387387123356,0.49295225029248946,0.18321562031864605,0.549784960841997,0.15887180425833755,COMPLETE
191,0.7259752616555661,2025-11-13 16:46:10.978234,2025-11-13 17:38:02.996031,0 days 00:51:52.017797,0.7229310747323394,0.7036623301669218,-1.3416107152629786,0.33342536241655696,0.08925306474272451,0.19283884350895372,0.9185159811725452,0.05019014309658808,0.5642671475578497,0.9059378767937019,0.43160140852194556,0.24161133859747483,0.6073401060385171,0.12049874207702316,COMPLETE
192,0.483349191246432,2025-11-13 17:38:03.238510,2025-11-13 18:29:42.177609,0 days 00:51:38.939099,1.3183205543326333,0.7429028903103315,-1.5041423994674128,0.26222186966123534,0.2359495995264518,0.10116052604803566,1.0512797329547146,0.06773186554501073,0.5435371504229994,0.9523188468041416,0.40264918042324893,0.2676083425069335,0.5216852206993535,0.16663336829935496,COMPLETE
193,0.725023786869648,2025-11-13 18:29:42.568509,2025-11-13 19:21:30.797982,0 days 00:51:48.229473,0.7912467920562531,0.8931643025990805,-1.4388418770368163,0.4324530930415156,0.44203640794920246,-0.0726349591732198,0.9113514451259221,0.03839539437437869,0.6033434790880016,0.9996455389695575,0.38060162788832763,0.21306534352286344,0.5610054092535213,0.03354841666550673,COMPLETE
194,0.3943862987630828,2025-11-13 19:21:30.985548,2025-11-13 20:13:38.742393,0 days 00:52:07.756845,1.0750440335323281,0.6261260369124154,-1.597697667489954,0.20406045024854655,0.010020872779239826,-0.4025472966206197,0.8083050982322094,0.09514400798668013,0.5776608713147483,0.8879137408721024,0.4693617212453786,0.29005201942339337,0.5759865784690531,0.13533384645038354,COMPLETE
195,0.741674595623216,2025-11-13 20:13:39.057209,2025-11-13 21:05:56.515415,0 days 00:52:17.458206,0.9372380728662215,0.5020744787415138,-1.80164008647029,0.03077786747487593,-0.07097140636737764,0.1673344855466859,1.0134942711337407,0.06483623393520926,0.4365140409037293,0.921431150131169,0.41656334642415455,0.25003744255167326,0.6469977851776064,0.10065260867926214,COMPLETE
196,0.7140818268315889,2025-11-13 21:05:56.809038,2025-11-13 21:57:59.659769,0 days 00:52:02.850731,0.9326771843574777,0.4924890480667762,-1.804707434389268,0.03978311212829508,-0.18481958899954443,0.32379402275629576,1.115297390037674,0.07346529497780951,0.651062654671737,0.9301543747168394,0.4490359732344096,0.24388935635218248,0.6598877023227455,0.09631570962685729,COMPLETE
197,0.7435775451950524,2025-11-13 21:57:59.914182,2025-11-13 22:49:52.104472,0 days 00:51:52.190290,1.5561396740133722,0.4303420558725159,-1.7326894816427831,0.11105657611925708,-0.09797104915236408,0.016916893812837924,1.006292977527815,0.03312012476433035,0.5393119053026632,0.915540715016007,0.41798273587745827,0.21530757507834855,0.6407384491320905,0.07425304555141507,COMPLETE
198,0.7297811607992388,2025-11-13 22:49:52.552149,2025-11-13 23:41:58.783112,0 days 00:52:06.230963,1.6478548691213695,0.262188193910691,-1.7675422058867953,-0.09967434057890337,-0.048645966663085974,-0.02102907483365435,1.2267607986769684,0.031463852161699064,0.7122107930684157,0.8885479679277201,0.42135699260921944,0.2000401331022175,0.6316792788902156,0.07356026930499676,COMPLETE
199,0.5323501427212178,2025-11-13 23:41:58.994708,2025-11-14 00:34:16.379359,0 days 00:52:17.384651,1.7317575679088104,0.3803750554860185,-1.6893516233280694,0.10593972061802176,-0.06573537688031787,-0.15093333296031924,1.0573060009462263,0.050950817976454614,0.5392704509486113,0.9126085889402178,0.4097373006644699,0.165971691737529,0.6462956782142439,0.06040379573896394,COMPLETE
200,0.7245480494766888,2025-11-15 10:03:37.162793,2025-11-15 10:56:10.570029,0 days 00:52:33.407236,0.8775023540098532,0.5599802092415915,-1.7485538669436005,0.0040575350138928185,-0.2607734835366712,0.17789724953137653,0.9872437733535604,0.02458888322584847,0.5583380890645988,0.8693350667876454,0.43840536218366954,0.21964559660501867,0.681734402437529,0.10721813898635257,COMPLETE
201,0.6355851569933397,2025-11-15 10:56:10.827432,2025-11-15 11:48:24.936922,0 days 00:52:14.109490,1.522524339360523,0.4232203170909534,-1.6309324115010224,0.18157021540673796,0.11764772310730551,0.05713054548685899,0.949496073539096,0.06417439949860441,0.5936555970716252,0.9310931757099123,0.39274835307190636,0.25925942449696693,0.608440027377276,0.049846269109255346,COMPLETE
202,0.582778306374881,2025-11-15 11:48:25.226934,2025-11-15 12:40:35.205835,0 days 00:52:09.978901,-1.5616605229020162,0.4738887384824287,-1.8155483235678287,0.10360623810853914,0.28806075347528565,0.023688110675992594,1.017905034052327,0.011392276375715674,0.6166471584029581,0.9076842123856023,0.37429939518844724,0.2384975671217378,0.66823613997804,0.08384031303831424,COMPLETE
203,0.5975261655566128,2025-11-15 12:40:35.446069,2025-11-15 13:32:49.360129,0 days 00:52:13.914060,1.577075782195871,0.34373887068378856,-1.698133507097667,0.23705295598912812,-0.10664024925257506,0.22020526112803523,1.1479520948159379,0.08688059887028216,0.4408792592075838,0.9431218819125391,0.41273120383412665,0.2226020612704737,0.7119587278654483,0.03657728443775887,COMPLETE
204,0.7431018078020932,2025-11-15 13:32:49.632614,2025-11-15 14:25:01.835068,0 days 00:52:12.202454,1.0581612971063954,0.23470619354085043,-1.6025877521791614,0.15323665097960576,0.42529868927087167,0.09392643260890335,0.8632937027009389,0.04316391046167492,0.40295517131112046,0.9221328075433465,0.4786209609470105,0.264771103731124,0.5326201375828664,0.14265807785631485,COMPLETE
205,0.5095147478591817,2025-11-15 14:25:02.117582,2025-11-15 15:17:09.947811,0 days 00:52:07.830229,1.0126810576153777,0.10371441654504586,-1.9113822077205442,0.014322953326019516,0.4128203114374319,-0.0914522024175705,0.8875694762743238,0.5585429308682788,0.39219554753610075,0.8882243644581965,0.46931091097998423,0.18333233142604793,0.5367312092691802,0.11808814890434724,COMPLETE
206,0.7488106565176023,2025-11-15 15:17:10.176275,2025-11-15 16:09:27.128825,0 days 00:52:16.952550,1.2169038526524065,0.23416659880108803,-1.556975723203841,0.1537846364097351,0.21507806532909815,0.11566175341222698,1.0838483825188168,0.04369937069773072,0.5800442239671227,0.9175703359310624,0.5120527573034964,0.14646124459810922,0.5915932839857077,0.14105891197082282,COMPLETE
207,0.735965746907707,2025-11-15 16:09:27.314283,2025-11-15 17:01:24.363456,0 days 00:51:57.049173,1.243188430271,0.2615843184960152,-1.5189540337957268,0.1277080460796291,0.19812136531856386,0.8893838658926878,1.0853190648966193,0.03958985057525842,0.576926302438701,0.8501677377868645,0.4867582210193566,0.10458369557552692,0.58881271208306,0.1400765799566694,COMPLETE
208,0.7326355851569933,2025-11-15 17:01:24.674802,2025-11-15 17:53:24.024050,0 days 00:51:59.349248,1.1110687819238874,0.2076354950222038,-1.3876824713737046,-0.0587080703167365,0.2950954333774938,-0.010932608900938515,1.3018019406486927,0.034723233327926636,0.5320808633213536,0.9157828585851172,0.4985887986269661,0.14498006089300136,0.610194216806411,0.10248159581938598,COMPLETE
209,0.7064700285442436,2025-11-15 17:53:24.265149,2025-11-15 18:45:18.603992,0 days 00:51:54.338843,1.1755468406291574,0.14546312663115793,-1.8090312856827726,0.032044520529032255,0.1561596401185345,0.15403842384443917,1.1889323520566615,0.05190680883254432,0.5564234954050004,0.89857964849227,0.5228532935378166,0.12267013392747021,0.560762331895512,0.9711569937602339,COMPLETE
210,0.7297811607992388,2025-11-15 18:45:18.835445,2025-11-15 19:37:15.942847,0 days 00:51:57.107402,1.3752844993720037,0.02760724293023234,-1.2804095103410968,0.1607707005881496,0.015049417720149838,0.286312963390051,0.9966192026037775,0.011648621075197874,0.600017102005999,0.8712011675495249,0.514119626990948,0.6562699381856362,0.5259465251054305,0.07247547951851703,COMPLETE
211,0.741674595623216,2025-11-15 19:37:16.141144,2025-11-15 20:29:11.512167,0 days 00:51:55.371023,1.0346396318332214,0.3134698814177908,-1.5709859710431247,0.18826235590967652,0.2444777070016238,0.08507235970294624,0.9630413018899269,0.06901803914806165,0.5790819715786677,0.9256159109702674,0.45813913300730735,0.15132434105663414,0.48055871434385056,0.1518881360119613,COMPLETE
212,0.5423406279733587,2025-11-15 20:29:11.840240,2025-11-15 21:20:54.201486,0 days 00:51:42.361246,0.992742819168162,0.2855671694631753,-1.5588930300788126,0.0935673411846766,0.261526070991379,0.05907452867433155,0.9501899684778529,0.10000869337858456,0.5728021038186663,0.9219300093752901,0.45698182618534683,0.174305365435508,0.4981693127387135,0.15054062241677627,COMPLETE
213,0.7188392007611798,2025-11-15 21:20:54.527474,2025-11-15 22:12:30.688734,0 days 00:51:36.161260,1.0663624767120679,0.21388186668228001,-1.6782874535837138,0.282284066496265,0.0943097880744847,-0.04058047943228546,1.0921133638108578,0.07429434039520888,0.6289749565977859,0.9704208678302696,0.4772294232303605,0.1404428986231565,0.4515336399279282,0.11989782861862122,COMPLETE
214,0.7426260704091342,2025-11-15 22:12:31.131768,2025-11-15 23:04:02.463069,0 days 00:51:31.331301,0.9521624055354078,0.3570499267544892,-1.5540828423151698,0.13543978847723392,0.3731365058227571,0.15812400390773831,0.897646494531599,0.04278257262089065,0.541957405083114,0.9514135606418055,0.4472240585976669,0.1555434244104135,0.48914513228593387,0.13344515068208118,COMPLETE
215,0.7316841103710752,2025-11-15 23:04:02.825960,2025-11-15 23:55:43.677607,0 days 00:51:40.851647,0.9614630008466021,0.3767131276352151,-1.565573151640002,0.21170914615497055,0.3025807098109924,0.43195372602155224,1.026322265566596,0.0417114045030296,0.5442705405806848,0.9555135348176194,0.4496501101388176,0.1547529328722643,0.6215417655082985,0.13717629932986508,COMPLETE
216,0.741674595623216,2025-11-15 23:55:43.953214,2025-11-16 00:47:12.316661,0 days 00:51:28.363447,1.1315315142037001,0.2960123708693114,-1.460002546003873,0.06657556808594531,0.41213903501045923,0.20765132815346354,0.8886079152703739,0.03218041966850861,0.5264726890800211,0.9460049386801733,0.4341594076733556,0.0955553368467578,0.5420335834336377,0.08944605740105667,COMPLETE
217,0.7435775451950524,2025-11-16 00:47:12.594340,2025-11-16 01:38:42.997449,0 days 00:51:30.403109,1.221033365418043,0.0814203839752104,-1.43985872482739,0.05435920069686795,0.4145906443561263,0.21944712796495872,0.8629674041314181,0.02969609430854235,0.5554168706524091,0.975769312317974,0.4754639184076597,0.09780361436489104,0.5472290279695576,0.09153520386514405,COMPLETE
