number,value,datetime_start,datetime_complete,duration,params_a_0,params_a_1,params_a_2,params_a_3,params_a_4,params_a_5,params_a_6,params_u_dc_0,params_u_dc_1,params_u_dc_2,params_u_dc_3,params_u_dc_4,params_u_dc_5,params_u_dc_6,state
19,0.3401522359657469,2025-10-30 07:00:54.596819,2025-10-30 08:42:35.139682,0 days 01:41:40.542863,1.4438749629538088,-1.0772555922425684,-0.4403327182441224,0.21969315499802455,0.07228027563350184,0.9317299727296601,-1.4572620866872485,0.367310644118363,0.9898238431398616,0.6830170001975058,0.28872441096015444,0.37012739592929306,0.7064594961963819,0.4762044732858195,COMPLETE
20,0.6874405328258801,2025-10-30 08:42:35.657595,2025-10-30 10:25:20.691384,0 days 01:42:45.033789,0.6536723224493575,1.0945326089091483,1.106276073563634,-1.4670797900942196,-1.0311426460383872,-0.4957752031449253,-0.7163414414645679,0.09922009306401891,0.17342351823278296,0.49874391149616076,0.445536113333179,0.5980558196829506,0.6057774730516396,0.26760769890373515,COMPLETE
21,0.6569933396764985,2025-10-30 10:25:21.209254,2025-10-30 12:03:18.989011,0 days 01:37:57.779757,0.19238774622672603,0.726311620073705,0.23351400878204503,-0.8483033020923463,0.6614822860492456,0.6017705054416727,-1.169348347473502,0.07199432860931324,0.419903939414061,0.9074021437508688,0.29094326871876136,0.03723271129312905,0.32219008286243545,0.399956284250491,COMPLETE
22,0.7193149381541389,2025-10-30 12:03:19.425217,2025-10-30 13:43:06.886598,0 days 01:39:47.461381,-0.3485278441556269,0.5378456775728305,-0.45049588710928357,-1.1384312941997141,0.9262557994049239,0.11971365957040775,-0.8478646703728436,0.03930451545798812,0.5751165112745169,0.8180723352986587,0.3295674690087458,0.045117839407652106,0.3952413381799611,0.10846129287513195,COMPLETE
23,0.4548049476688868,2025-10-30 13:43:07.310521,2025-10-30 15:31:20.334345,0 days 01:48:13.023824,-0.5206525594156404,1.6377726308108702,-0.4841970293158668,-1.5449453039894727,1.3294649103771965,0.17622975365227456,-0.3250082484186738,0.22166680531775756,0.6153914889793975,0.8811738557507083,0.08798425245582445,0.20626683199708915,0.43439233721068515,0.10441696569219142,COMPLETE
24,0.5599429115128449,2025-10-30 15:31:21.067742,2025-10-30 17:59:41.095839,0 days 02:28:20.028097,-0.8698674430367244,1.2246455569991117,-1.3916378161253182,-1.3026657140682645,0.2942708568127586,-0.03210976185595815,-1.4595274541625782,0.2291917729170792,0.7679401349418185,0.698046018918206,0.19973780007535458,0.1216057174727542,0.12535494548421683,0.013839991824545844,COMPLETE
25,0.7012369172216937,2025-10-30 17:59:41.555087,2025-10-30 20:21:44.836476,0 days 02:22:03.281389,-0.264235310774801,0.43447152059528393,-0.6469752871158262,-0.7339524581002896,1.0388711792217742,-1.3612859884049708,-0.7891846929546378,0.010811618036697335,0.5687492307431946,0.5642949619474846,0.3572318619294808,0.015317398325306507,0.22049764722723872,0.14526893624983792,COMPLETE
26,0.40913415794481445,2025-10-30 20:21:45.392143,2025-10-30 23:04:42.105830,0 days 02:42:56.713687,1.0199712890746881,1.727959956558571,0.20611654994463757,0.18422963909267276,-0.2656910204245331,-0.46338697178424837,0.3248911157766856,0.1080920952658842,0.4621091512624559,0.6955164360728814,0.4771850721750231,0.1766940856236342,0.5775603065047593,0.24123214924162717,COMPLETE
27,0.32825880114176975,2025-10-30 23:04:42.478151,2025-10-31 02:01:12.553194,0 days 02:56:30.075043,0.3542955169629641,1.3292622164538863,-1.9339772297865987,-1.976573910023927,1.989255625207222,0.9739425165936092,-0.14523662185920505,0.4228339183292609,0.8228517591337867,0.9130026281699833,0.21588720603499795,0.2583706747621942,0.392975760624033,0.42240814128065446,COMPLETE
28,0.461465271170314,2025-10-31 02:01:12.972678,2025-10-31 04:57:51.028470,0 days 02:56:38.055792,-1.861267252053125,1.0629907033987878,-0.6732192109006511,-0.9481368624594142,1.4273769372528404,0.2829505402688391,1.1389841877578857,0.10749800506355979,0.35016346135670806,0.2380702284742515,0.09453506752051942,0.09354180708801105,0.12729168413034225,0.27073740572495936,COMPLETE
