n_features,lambda,accuracy,f1,precision,recall,train_accuracy
4911,3690.180284252361,0.725023786869648,0.7228289084562403,0.7511327719469792,0.72197097051293,0.8771408182683159
3269,2028.2507134319374,0.6841103710751665,0.6829472817063535,0.7109853002853618,0.6811468431009204,0.8563273073263559
4863,13985.280096178689,0.7235965746907707,0.7236905619878355,0.7560450782439132,0.7210123661202636,0.818744053282588
5000,9010.09449999717,0.7278782112274025,0.7278358464660644,0.7573341266701304,0.7249375289082719,0.8445528068506185
4993,7676.407483968778,0.7288296860133207,0.7280253480165784,0.7563027304035941,0.725723796924121,0.8506184586108468
4856,10267.733448761763,0.7226450999048525,0.7227704635556684,0.7534030074514464,0.7198423687295525,0.833848715509039
4913,6597.891576934356,0.7288296860133207,0.727411160285556,0.7552626114318002,0.725754008719809,0.8549000951474786
4996,22671.943841798704,0.7126546146527117,0.7134410485817684,0.7496232088189609,0.7103419177720552,0.7946003805899143
4901,6116.47654631748,0.730732635585157,0.7289619028312755,0.7559236259093384,0.7277885864836439,0.8596574690770694
4915,9579.1506713868,0.7231208372978116,0.7225831358121584,0.7526900904757781,0.7201260700476247,0.8389628924833492
4682,4945.470395926851,0.7202664129400571,0.719822327590646,0.7479166492762777,0.7179866297472297,0.8631065651760228
4912,20657.773807599566,0.7117031398667936,0.712123548019781,0.7471661303089037,0.7093623036740979,0.7993577545195052
4797,41759.192375014325,0.6883920076117983,0.6894062570030692,0.7319325355599122,0.6862843001274633,0.7491674595623216
4817,5531.133539895458,0.7259752616555661,0.7245222086050482,0.7522614871528903,0.7230682480914505,0.8626308277830638
4900,7575.00524530746,0.7288296860133207,0.7275584453623021,0.7554155181515577,0.7258546767010567,0.8494291151284491
4909,12687.623335314893,0.725499524262607,0.7259353103689855,0.7577957801839685,0.7230693218171675,0.8232635585156993
5000,8515.170193435213,0.7288296860133207,0.7286781289826448,0.7575716176119571,0.7258554102177036,0.8466936251189343
4988,8790.824376236636,0.7278782112274025,0.7277087727700279,0.7567992406866078,0.7248060318650101,0.8450285442435775
4998,9399.84842940318,0.7302568981921979,0.7304344548782948,0.7599509974874461,0.7273247139133951,0.8426498572787822
4992,15137.88979746077,0.7221693625118935,0.7223666227564108,0.7557910011871517,0.7197069503109816,0.8163653663177926
5000,9518.540834886646,0.7283539486203615,0.7284796383121563,0.7582087493626827,0.7254205183745521,0.8424119885823026
4998,2900.244763545327,0.7235965746907707,0.7210753465021353,0.7489034082091657,0.721097157794012,0.8876070409134158
4901,10328.84004267529,0.7226450999048525,0.7223114028293486,0.7520645152403522,0.7196669927444461,0.8339676498572788
4987,8484.887439992108,0.7293054234062797,0.7286668865582628,0.7577386836519571,0.7260956279997445,0.8466936251189343
4996,23205.687815975703,0.7107516650808754,0.7115487758601993,0.7483504912880681,0.7084083665737981,0.7929352997145576
4913,7740.969019032708,0.7278782112274025,0.72666704762132,0.7554503646726085,0.7247830364065339,0.8477640342530923
4901,7772.707871777572,0.7264509990485252,0.7252371384877973,0.7531948277288499,0.7234076600159444,0.8483587059942912
4751,4153.093883992551,0.7140818268315889,0.7131885845365623,0.7416134554262521,0.7116268673691472,0.8691722169362512
