number,value,datetime_start,datetime_complete,duration,params_a,params_lambda,params_mu,params_new_fs,params_u_dc,state
14,0.16603235014272122,2025-11-18 12:05:28.816786,2025-11-18 12:13:30.834317,0 days 00:08:02.017531,1.3348734979751904,11414.833732430909,0.9210624450194373,5758,0.6030804295712621,COMPLETE
15,0.21075166508087537,2025-11-18 12:13:31.049744,2025-11-18 12:21:59.603333,0 days 00:08:28.553589,2.3575515438690924,2.3719069083038335,3.0939584451767326,14595,0.355140672195518,COMPLETE
16,0.11132254995242626,2025-11-18 12:21:59.869822,2025-11-18 12:30:27.597622,0 days 00:08:27.727800,1.0080200035702864,1.9698186370930004,2.9386700306771196,14564,0.13696871539361077,COMPLETE
17,0.21503330161750714,2025-11-18 12:30:27.803942,2025-11-18 12:38:24.811299,0 days 00:07:57.007357,2.701867975687073,5907.521869990851,1.2002375335721123,4749,0.4563728826956242,COMPLETE
18,0.08705994291151284,2025-11-18 12:38:25.013911,2025-11-18 12:48:31.359492,0 days 00:10:06.345581,0.9642598782133509,0.001529075384676437,0.869967529945419,22687,0.6759803859662541,COMPLETE
19,0.14700285442435776,2025-11-18 12:48:31.612777,2025-11-18 12:56:54.132407,0 days 00:08:22.519630,-0.3947538034560276,132302.39950833502,2.663986130724642,11685,0.2143597807490696,COMPLETE
20,0.2269267364414843,2025-11-18 12:56:54.352621,2025-11-18 13:06:18.377035,0 days 00:09:24.024414,1.9387713899493426,426.6516669252972,3.5237765956449034,19171,0.45286353489718517,COMPLETE
21,0.24310180780209326,2025-11-18 13:06:18.590966,2025-11-18 13:15:21.591532,0 days 00:09:03.000566,1.9880139550569027,607.1035522276071,3.610789277302325,18045,0.7516092498791559,COMPLETE
22,0.11893434823977164,2025-11-18 13:15:21.877718,2025-11-18 13:25:49.232794,0 days 00:10:27.355076,-0.8089034716325398,12.991724837440085,3.821236145807026,23441,0.7486058714196325,COMPLETE
23,0.20837297811607994,2025-11-18 13:25:49.422785,2025-11-18 13:35:01.445431,0 days 00:09:12.022646,2.2060170871570195,330.7251076892588,3.536214950040682,19032,0.5732874783586217,COMPLETE
24,0.219790675547098,2025-11-18 13:35:01.650951,2025-11-18 13:44:00.284671,0 days 00:08:58.633720,1.8819814828471901,1841.659123856472,2.6707734948377633,18049,0.7426254734219487,COMPLETE
25,0.17697431018078022,2025-11-18 13:44:00.507999,2025-11-18 13:53:28.274039,0 days 00:09:27.766040,2.9548368420286475,0.9925551386686065,3.624206757986043,20185,0.6578461411194515,COMPLETE
26,0.1698382492863939,2025-11-18 13:53:28.490763,2025-11-18 14:04:18.630088,0 days 00:10:50.139325,0.6752999917323423,810.9038375143635,4.23573815117653,24775,0.49535531074595895,COMPLETE
27,0.22359657469077068,2025-11-18 14:04:18.839427,2025-11-18 14:13:01.222946,0 days 00:08:42.383519,2.395969501994522,23.077180036594935,4.7089272338427,16498,0.8515975393662013,COMPLETE
28,0.18553758325404376,2025-11-18 14:13:01.625238,2025-11-18 14:21:02.908157,0 days 00:08:01.282919,1.701182234218723,0.28223532773233856,3.294683331891525,9011,0.7365128661363193,COMPLETE
29,0.1412940057088487,2025-11-18 14:21:03.130103,2025-11-18 14:30:38.990367,0 days 00:09:35.860264,0.8718685542535356,62.755435131288074,2.5775230786972267,20619,0.6242306437529992,COMPLETE
30,0.22787821122740248,2025-11-18 14:30:39.215847,2025-11-18 14:41:51.921328,0 days 00:11:12.705481,2.4341822613902573,1422.3097415329048,4.046282910552858,25647,0.2675232376034064,COMPLETE
31,0.10704091341579448,2025-11-18 14:41:52.138308,2025-11-18 14:53:06.508604,0 days 00:11:14.370296,2.738140311689074,0.0035515700717459542,3.9937013589727055,26249,0.21237140097518553,COMPLETE
32,0.1422454804947669,2025-11-18 14:53:06.727562,2025-11-18 15:01:52.008162,0 days 00:08:45.280600,2.4329904482313016,2570.5844537240673,2.8932031527126343,16401,0.013380753875738838,COMPLETE
33,0.219790675547098,2025-11-18 15:01:52.243043,2025-11-18 15:12:27.673303,0 days 00:10:35.430260,1.9961229897012356,25445.1939307043,3.4375578962387094,23756,0.2684940280293232,COMPLETE
34,0.2098001902949572,2025-11-18 15:12:28.064662,2025-11-18 15:23:45.771009,0 days 00:11:17.706347,1.467493042331398,787.9131739746731,4.575256389336623,26220,0.4047916322522396,COMPLETE
35,0.20694576593720265,2025-11-18 15:23:46.009024,2025-11-18 15:32:46.701565,0 days 00:09:00.692541,2.2317503842880155,8.588472438083615,3.843035358813012,18113,0.5537533863868601,COMPLETE
36,0.22882968601332065,2025-11-18 15:32:46.953869,2025-11-18 15:42:22.251307,0 days 00:09:35.297438,1.841455447928173,90.68177952171715,4.0225127276466575,20583,0.8063033024977788,COMPLETE
37,0.17887725975261656,2025-11-18 15:42:22.917494,2025-11-18 15:52:10.885345,0 days 00:09:47.967851,2.9882482733038085,0.40840934651051997,4.065575136465594,21317,0.7933890744469887,COMPLETE
38,0.13748810656517602,2025-11-18 15:52:11.197846,2025-11-18 16:03:15.050330,0 days 00:11:03.852484,-2.7717816004215954,59.858101666052235,4.481555315493786,25046,0.9740959465041704,COMPLETE
39,0.22597526165556614,2025-11-18 16:03:15.301550,2025-11-18 16:15:01.638224,0 days 00:11:46.336674,2.565224236136353,108885.45897480262,2.3919930372524614,27771,0.904711153754149,COMPLETE
40,0.12464319695528069,2025-11-18 16:15:01.892008,2025-11-18 16:23:16.192763,0 days 00:08:14.300755,-1.6347980022066513,79.03533075438759,4.942930213623974,12768,0.7926186687112384,COMPLETE
41,0.1384395813510942,2025-11-18 16:23:16.399590,2025-11-18 16:35:43.023015,0 days 00:12:26.623425,1.1870537084585613,5.930539137031586,3.762420231042078,28833,0.844003648896994,COMPLETE
42,0.17554709800190296,2025-11-18 16:35:43.254054,2025-11-18 16:44:22.527647,0 days 00:08:39.273593,0.5183435041137672,3728.1457043821815,4.145570379652989,15646,0.9265614020033788,COMPLETE
43,0.2554709800190295,2025-11-18 16:44:22.787516,2025-11-18 16:54:02.772150,0 days 00:09:39.984634,1.9314109381903872,746.9348670951517,3.441208140680007,19592,0.994600749234428,COMPLETE
44,0.2369172216936251,2025-11-18 16:54:03.003106,2025-11-18 17:03:21.407423,0 days 00:09:18.404317,1.7417817255197554,180.61186871148186,3.126108775370896,19786,0.9870852213109812,COMPLETE
45,0.2445290199809705,2025-11-18 17:03:21.618977,2025-11-18 17:12:31.877427,0 days 00:09:10.258450,1.7538427722230447,172.0701832996057,2.986171365562651,19608,0.9649165726050644,COMPLETE
46,0.2483349191246432,2025-11-18 17:12:32.387665,2025-11-18 17:22:10.698388,0 days 00:09:38.310723,1.5151565988200957,229.1072297743782,2.0167052327369834,17785,0.9819566936186689,COMPLETE
47,0.1665080875356803,2025-11-18 17:22:11.012031,2025-11-18 17:30:22.311198,0 days 00:08:11.299167,1.2837053049532365,29.565874874770014,1.5121430810099223,13518,0.9327436998846751,COMPLETE
48,0.24548049476688868,2025-11-18 17:30:22.540300,2025-11-18 17:39:11.316420,0 days 00:08:48.776120,2.217848016028811,9901.03509385004,2.020642832575752,17837,0.9962458746199466,COMPLETE
49,0.20266412940057088,2025-11-18 17:39:11.548656,2025-11-18 17:48:00.277682,0 days 00:08:48.729026,1.536763414103772,13370.685078549717,2.2885131000202006,17566,0.8894276341988,COMPLETE
50,0.2126546146527117,2025-11-18 17:48:00.506250,2025-11-18 17:57:51.669754,0 days 00:09:51.163504,2.1726519871593672,460783.5481314718,2.0830457149768313,22196,0.9997801613619768,COMPLETE
51,0.15080875356803045,2025-11-18 17:57:51.883467,2025-11-18 18:06:17.794704,0 days 00:08:25.911237,0.07993651677188636,76458.39235330261,1.706420159295718,15321,0.9468033697893354,COMPLETE
52,0.17174119885823025,2025-11-18 18:06:17.988776,2025-11-18 18:14:59.348346,0 days 00:08:41.359570,1.1836136606467922,6514.234029873355,1.4092135067735585,18511,0.8729401873071618,COMPLETE
53,0.23834443387250237,2025-11-18 18:14:59.535190,2025-11-18 18:23:14.600156,0 days 00:08:15.064966,2.1530922154293006,340.85366180195194,2.805332016326169,16324,0.9424682284875174,COMPLETE
54,0.2340627973358706,2025-11-18 18:23:14.808889,2025-11-18 18:30:41.367424,0 days 00:07:26.558535,1.650773932536785,785.9232580816898,1.9970910588328197,3061,0.9985461431996961,COMPLETE
55,0.24976213130352046,2025-11-18 18:30:41.610099,2025-11-18 18:39:21.289052,0 days 00:08:39.678953,2.023533467494795,36075.63361110896,2.42478855773958,17079,0.9099550300169584,COMPLETE
56,0.21836346336822074,2025-11-18 18:39:21.622604,2025-11-18 18:47:54.242945,0 days 00:08:32.620341,1.9909955083703035,46522.47304876488,2.424058239699953,17552,0.9104128219632631,COMPLETE
57,0.23882017126546146,2025-11-18 18:47:54.437054,2025-11-18 18:55:58.999322,0 days 00:08:04.562268,2.633109701313475,10084.216645652376,1.8344909075519016,13578,0.8777787934712905,COMPLETE
58,0.23453853472882968,2025-11-18 18:55:59.829758,2025-11-18 19:05:14.670234,0 days 00:09:14.840476,2.0490723242104956,502820.305325695,3.0480651703440236,19363,0.9619595296374281,COMPLETE
59,0.20266412940057088,2025-11-18 19:05:14.926301,2025-11-18 19:14:49.159690,0 days 00:09:34.233389,1.443353047499397,32523.72678246074,2.1627325728874194,21282,0.7172383699276499,COMPLETE
60,0.1598477640342531,2025-11-18 19:14:49.453783,2025-11-18 19:23:34.438947,0 days 00:08:44.985164,0.8338923614517577,227245.64797494968,3.2480637294254953,17024,0.8230140040154076,COMPLETE
61,0.1879162702188392,2025-11-18 19:23:34.668146,2025-11-18 19:31:48.958399,0 days 00:08:14.290253,1.1016249850103486,3848.894329975896,0.9383146842070775,14138,0.9585731376896428,COMPLETE
62,0.21027592768791628,2025-11-18 19:31:49.177868,2025-11-18 19:41:47.637690,0 days 00:09:58.459822,1.7776472042124356,214.3259236045027,2.598294086528151,23009,0.8637419220770127,COMPLETE
63,0.21217887725975262,2025-11-18 19:41:47.852422,2025-11-18 19:50:40.852753,0 days 00:08:53.000331,2.2909304192589675,3.65247521809363,2.7312023133093857,18685,0.9137673504764703,COMPLETE
64,0.18601332064700285,2025-11-18 19:50:41.081269,2025-11-18 19:59:00.184207,0 days 00:08:19.102938,2.4569669142883908,0.997443104523037,3.0143423917523475,15501,0.7664838697243839,COMPLETE
65,0.23263558515699334,2025-11-18 19:59:00.460494,2025-11-18 20:06:41.179421,0 days 00:07:40.718927,2.724522815969066,1339.8918372825651,2.3106289106624325,8837,0.8379407614187568,COMPLETE
66,0.230732635585157,2025-11-18 20:06:41.380406,2025-11-18 20:14:30.723025,0 days 00:07:49.342619,1.5616376984965348,33.71149796263555,3.385667788470537,11229,0.7063501736733683,COMPLETE
67,0.10608943862987631,2025-11-18 20:14:30.974505,2025-11-18 20:21:54.972241,0 days 00:07:23.997736,-0.48099186217097933,0.08231721502115819,1.8445308405175982,6252,0.9632151449778972,COMPLETE
68,0.09895337773549001,2025-11-18 20:21:55.165414,2025-11-18 20:31:00.075663,0 days 00:09:04.910249,1.8804409009403011,1.451838109168194e-05,0.2923535447736949,19444,0.9021543067918675,COMPLETE
69,0.23644148430066603,2025-11-18 20:31:00.283515,2025-11-18 20:39:38.687237,0 days 00:08:38.403722,2.0757732865974137,751.732600718721,2.4995488898512077,16898,0.7764642595364837,COMPLETE
70,0.23263558515699334,2025-11-18 20:39:38.911425,2025-11-18 20:49:19.478083,0 days 00:09:40.566658,2.8562146544037836,15.875075431646192,3.665452418303703,22074,0.931170657763521,COMPLETE
71,0.19695528068506185,2025-11-18 20:49:19.680010,2025-11-18 20:57:04.694684,0 days 00:07:45.014674,1.3736518230382995,14464.237189220958,3.1735958053031466,12561,0.8271910153090923,COMPLETE
72,0.109895337773549,2025-11-18 20:57:04.890226,2025-11-18 21:06:39.024889,0 days 00:09:34.134663,2.351844519866474,0.015229095423838221,2.9183606925694923,20516,0.9797765969602525,COMPLETE
73,0.21170313986679354,2025-11-18 21:06:39.255805,2025-11-18 21:15:30.944829,0 days 00:08:51.689024,2.58431763138498,7428.638354258898,1.915893698880916,28,0.8765714475233527,COMPLETE
74,0.22407231208372977,2025-11-18 21:15:31.275811,2025-11-18 21:24:18.835910,0 days 00:08:47.560099,2.5844258658118147,2013.7397953593274,2.079553996583079,17983,0.8797572255549726,COMPLETE
