number,value,datetime_start,datetime_complete,duration,params_a_0,params_a_1,params_a_2,params_a_3,params_a_4,params_a_5,params_a_6,params_a_7,params_f_0,params_f_1,params_f_2,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_high_0,params_high_1,params_high_2,params_high_3,params_high_4,params_high_5,params_high_6,params_high_7,params_low_0,params_low_1,params_low_2,params_low_3,params_low_4,params_low_5,params_low_6,params_low_7,params_u_dc_0,params_u_dc_1,params_u_dc_2,params_u_dc_3,params_u_dc_4,params_u_dc_5,params_u_dc_6,params_u_dc_7,state
325,0.8139866793529972,2025-11-21 12:35:29.624177,2025-11-21 13:53:26.144568,0 days 01:17:56.520391,0.3324120891029987,3.7317402111109574,-0.3169156489125292,4.123010726946805,4.176445962362265,4.571988607906189,-1.3347049173193986,2.9535408813433195,1924.2861433638948,4199.18967854707,5464.0074907463895,7991.497771172754,9908.560328211297,11895.86680941645,13892.091421446075,15894.856264876891,2948,4718,6704,7935,9757,11357,13412,16155,0,2283,4312,6416,8091,9740,11221,13501,0.2280119282813124,0.7801972409798797,0.782561018303275,0.4267566213000712,0.1205731793879432,0.5419577244464744,0.9823468412639639,0.5135630710577282,COMPLETE
326,0.538534728829686,2025-11-21 13:53:26.660154,2025-11-21 15:11:26.056737,0 days 01:17:59.396583,0.6543172451828354,3.686863626605508,-0.37444443109088715,3.229532020069782,4.401654138014828,4.674684848916818,-0.9539616608143429,2.9504234359674073,1905.328275611231,4170.645451723411,5413.605255775177,7990.755602040667,9913.576589757615,11898.921040472263,13688.821243705102,15879.286078241777,2949,4683,6719,7939,9735,11354,13412,16160,217,2274,4322,6413,8096,9738,11191,13529,0.26215694098182313,0.7989462627982428,0.7627676803177674,0.402485961305136,0.1271835178140979,0.5875881308294978,0.9790141611476484,0.49778785059515973,COMPLETE
327,0.8054234062797336,2025-11-21 15:11:26.376037,2025-11-21 16:29:19.773832,0 days 01:17:53.397795,0.3116261476177816,3.4498943595487694,-0.3418396898491931,3.961597532228892,4.065869314517509,4.9045986263833115,-0.9192994394690682,3.2284035141243437,1849.3952095294942,4178.131914122219,5472.685587183112,7946.327731348646,9927.95816308036,11858.858193573124,13815.743641916268,15896.250710590411,2978,4724,6692,7933,9769,11313,13451,16185,11,2283,4344,6428,8135,9781,11214,13473,0.2367745457124061,0.8110314107001917,0.7799965684005824,0.42346496567703346,0.11689851796817552,0.5836704629280052,0.9743773201345383,0.46602347744681755,COMPLETE
328,0.774500475737393,2025-11-21 16:29:20.137889,2025-11-21 17:46:35.129147,0 days 01:17:14.991258,0.3354755201287314,3.411320560444896,-0.42383914900904585,3.948636102627759,4.204043846989144,4.923612869206707,-1.3637115507710116,3.059096653427982,1817.6445382204558,4176.774857459686,5435.30401221608,7937.2964815974565,9897.871677923362,11850.101577467218,13876.615535439356,15882.416649803821,3054,4715,6722,7952,9744,11291,13449,16181,12,2283,4344,6372,8033,9784,11208,13498,0.24338626825322707,0.8172870370683483,0.7795064200537066,0.4368636237286342,0.11744736828683264,0.6392767987863124,0.9702494710003353,0.4634809140141252,COMPLETE
329,0.4866793529971456,2025-11-21 17:46:35.485093,2025-11-21 19:04:47.586516,0 days 01:18:12.101423,0.7317412531491866,3.57598551046333,-0.31650595125156866,3.924789974579332,4.078287570046134,4.475782352330603,-1.1737401127856735,3.3026165989971332,1867.3692236182603,4158.679058037965,5501.92075648351,7996.0284018127995,9904.497455133116,11879.13264901459,13871.107968640908,15903.43462894811,2982,4717,6687,7913,9777,11348,13436,16124,391,2296,4303,6355,8073,9775,11195,13520,0.2790778674865756,0.8091620578119708,0.7892798351723097,0.4068428837666439,0.02728862128113331,0.5856712548538129,0.9781239049672991,0.48548545143428107,COMPLETE
330,0.7844909609895337,2025-11-21 19:04:48.199792,2025-11-21 20:22:30.622106,0 days 01:17:42.422314,0.2818823707553917,3.7387678053046716,-0.6149980086450031,4.363797328715634,3.9366927269137935,4.607101937183395,-0.9429647648425091,3.1605147185771933,2040.9639176039518,4201.438037493896,5471.299828525094,7898.413283175693,9962.219333530526,11904.794551937903,13949.050815501398,15870.065691065012,2987,4695,6700,7941,9768,11309,13422,16143,11,2288,4351,6441,8096,9808,11253,13483,0.21814396047436108,0.7617768587719796,0.7543708617079792,0.4400177324635502,0.10244759831262318,0.6088514490526485,0.9676037093254768,0.44122626210264915,COMPLETE
331,0.4804947668886774,2025-11-21 20:22:31.108015,2025-11-21 21:41:26.719993,0 days 01:18:55.611978,0.5523702140869338,3.402031755458823,-0.3002344114372828,2.985103400137365,4.3113652118913715,4.343538188547193,0.06995199678006109,3.80908637031161,1961.1943772060295,4137.317566123481,5412.198810505537,7929.732945130684,9999.262777245895,11865.754026259106,13755.19114349915,15895.157681233432,3091,4727,6683,7929,9801,11335,13453,16215,12,2281,4328,6293,8055,9727,11217,13469,0.23036009009217978,0.7742831868461104,0.7691983949821043,0.3959017390900013,0.13388981059474017,0.5398942408810886,0.9983758863394175,0.5157594301747591,COMPLETE
332,0.8125594671741199,2025-11-21 21:41:27.082843,2025-11-21 22:53:20.605281,0 days 01:11:53.522438,0.28551406899824694,3.932155293231476,0.13626656721248948,3.3101260368761496,3.985772981021328,4.817558227363965,-1.0483878082070142,2.9309504497778467,1783.2370157872974,4234.027568401121,5505.377034335681,7869.6960785907,9922.232430114258,11862.23135409493,13848.77426180266,15920.97818725496,2992,4662,6701,7960,9750,11287,13374,16124,10,2240,4300,6413,8143,9732,11292,13500,0.2608499260017469,0.7743316478190728,0.7850758618373455,0.42125614374436116,0.057853596879599165,0.5794720036265942,0.9751835229308888,0.5234841224904333,COMPLETE
333,0.8082778306374881,2025-11-21 22:53:20.914182,2025-11-21 23:53:02.496518,0 days 00:59:41.582336,0.27283371770685494,3.6127347839548487,0.10804410331171496,3.2803476237634777,4.728379226191338,4.995253353716395,-1.504102726194858,2.8484444771721193,1890.196047895904,4195.737235244451,5520.809048311603,7870.726139360371,9895.450578309621,11846.572373817366,13833.677062758157,15950.770784199036,2983,4671,6699,7963,9786,11289,13377,16109,0,2273,4366,6480,8111,9767,11275,13505,0.25255715035769405,0.7766172488839969,0.7831942536524079,0.4160537903711688,0.05935374968280911,0.566471166390161,0.9667877440268563,0.5425306276458626,COMPLETE
334,0.8001902949571836,2025-11-21 23:53:02.785077,2025-11-22 00:52:08.833811,0 days 00:59:06.048734,0.28604517944973706,3.5951279679919295,0.03628868007112071,3.3708594823550646,4.605815667360162,4.98306832121404,-1.4968162335546686,2.5649363389149173,1786.9782118172088,4190.328351726871,5528.7698148375885,7876.906182755302,9900.08136713069,11846.995218928007,13910.01334680991,15943.12873677307,2993,4677,6694,7972,9759,11294,13389,16130,18,2280,4368,6429,8147,9772,11143,13536,0.2630018109074485,0.7800488385324548,0.7587937056867193,0.4229309329498224,0.05067868252672462,0.5615373650584384,0.9728769628757902,0.5312039971471975,COMPLETE
335,0.8039961941008563,2025-11-22 00:52:09.125203,2025-11-22 01:51:15.054812,0 days 00:59:05.929609,0.2976512873901358,3.782191201736919,-0.242209082557789,3.79922780780217,4.760255780384657,4.7878279458081705,-0.8530946451814863,3.043234437525336,1875.0885844092177,4227.3810444328365,5501.891787954758,7940.061578978086,9932.597524078736,11910.539992772388,13831.18184340532,15958.341225903774,2939,4670,6705,7967,9798,11361,13368,16110,13,2264,4332,6422,8107,9737,11295,13506,0.24186641829508035,0.8247043117009701,0.7956230976722825,0.39906542075292245,0.067219768850944,0.5762364190212774,0.9640679929005138,0.4881300322116595,COMPLETE
336,0.8111322549952427,2025-11-22 01:51:15.318682,2025-11-22 02:50:17.770711,0 days 00:59:02.452029,0.2489735207701245,3.514931321464635,0.08856532767205541,3.2873152391613205,4.024635770471833,4.570973597417453,-1.2359663658955253,2.8317357033221247,1935.0513780070344,4117.7741380946145,5511.486624113299,7861.121053077018,9899.964173914508,11853.873591578023,13562.73274303575,15916.6005460335,2973,4649,6675,7935,9784,11284,13365,16089,10,2240,4302,6473,8083,9796,11267,13492,0.3104985869768507,0.8007794229113029,0.7853552668171137,0.41859097148223967,0.08965843766586393,0.6014237344397112,0.9829904493630983,0.46577118101899795,COMPLETE
337,0.8049476688867745,2025-11-22 02:50:17.968921,2025-11-22 03:49:25.659519,0 days 00:59:07.690598,0.23306673039025452,3.4335431621904715,0.10201490129364194,3.2767347872085923,4.0648271957233435,4.561551822860204,-1.204285618618971,2.911480223563718,1918.3358552328455,4158.379772589223,5510.455078152758,7855.91802277183,9899.000852307781,11856.758815512776,13554.819523924021,15919.86896224567,2981,4638,6722,7928,9760,11288,13363,16092,10,2239,4309,6479,8087,9798,11261,13501,0.28609465515590005,0.7967561722727864,0.7829225787607181,0.41459521530987903,0.08154497822731677,0.6485196531968087,0.9793296470418325,0.46375000663631955,COMPLETE
338,0.7925784966698383,2025-11-22 03:49:25.843667,2025-11-22 04:48:31.033891,0 days 00:59:05.190224,0.26884534489494694,3.343484969178349,0.03584260618225875,3.28829925206298,3.95140996655656,4.548808889443781,-1.1627290506078545,2.8112543191787402,1910.5087110126706,4141.0386407639,5506.050572338086,7864.133027671807,9878.222256006355,11864.167619730173,13524.259062472798,15920.796093768668,2978,4628,6718,7924,9842,11287,13371,16105,29,2241,4309,6516,8081,9797,11267,13502,0.31492995688299813,0.7982223698704727,0.7769660680806177,0.3835009690284776,0.07509860260507537,0.6016933096963012,0.983328992628301,0.4563165323766416,COMPLETE
339,0.5047573739295909,2025-11-22 04:48:31.238911,2025-11-22 05:47:42.864203,0 days 00:59:11.625292,0.5011731191435835,3.5494133244729533,-0.5576999579096364,4.129594843911473,4.5529242665346485,4.719733834214582,-1.4741332623198802,2.539369606674159,1936.8053211250199,4165.628543252472,5472.685399649927,7804.737994011995,9938.150715912394,11851.586816162035,13581.08692214428,15961.684060131021,3037,4614,6678,7955,9784,11317,13366,16073,12,2282,4353,6481,8145,9803,11244,13490,0.26955828947589255,0.7828179141660433,0.7632961674994284,0.3978183309575605,0.21305245892597302,0.6458110022180679,0.9967933510458309,0.47313541167162826,COMPLETE
340,0.80732635585157,2025-11-22 05:47:43.114324,2025-11-22 06:46:46.968118,0 days 00:59:03.853794,0.2936889812831143,3.7216974613192435,-0.25127156087468716,3.046687622552962,4.0427697444418795,4.8671886376698925,-1.0119820313431414,2.890039913873181,1833.7054735040922,4130.228885252389,5441.869393348353,7878.871434471463,9904.893555833462,11910.623453973241,13630.350091691214,15919.409357545122,2953,4651,6703,7938,9748,11308,13415,16089,10,2262,4301,6472,8110,9827,11296,13519,0.29176252824393345,0.8202622255354584,0.7823662313670062,0.41665519424209774,0.09213962968180556,0.6800942973161552,0.9708104407758268,0.49536924937885063,COMPLETE
341,0.5161750713606089,2025-11-22 06:46:47.191563,2025-11-22 07:45:44.438090,0 days 00:58:57.246527,0.4656845194220086,3.8804218476007386,-0.2522497458911935,3.0269173754116228,3.7981642420509885,4.97745955709131,-1.0176826713889253,3.242486762992866,1858.3468624625395,4093.372626416591,5435.869109997353,7918.705399563347,9949.315688703513,11913.898178291489,13640.300936022835,15966.281101208666,2949,4652,6698,7948,9710,11308,13417,16134,27,2262,4299,6454,8121,9830,11301,13530,0.29756319993526237,0.8622231466799618,0.7423466723621917,0.42435187033672184,0.10444247031088252,0.5386416361213281,0.965500289756877,0.4958729131981375,COMPLETE
342,0.5266412940057088,2025-11-22 07:45:44.631272,2025-11-22 08:44:38.327387,0 days 00:58:53.696115,0.6378408161104487,3.705183822712009,-0.1260545717810933,2.6179440429949823,4.26628702524876,4.8424877670356175,-1.3750342859293665,3.5028020931520976,1806.9704883470627,4116.201004120326,5449.985034348992,7992.692916932695,9866.559617742414,11920.073574093718,13844.687086328771,15845.516269369244,2925,4586,6678,7980,9752,11378,13390,16175,310,2286,4328,6385,8012,9763,11281,13452,0.25197550727946416,0.8210048223010642,0.7875120732167179,0.42824785631296064,0.1712041653186733,0.6720055837831097,0.9984680756580765,0.5224795330552399,COMPLETE
343,0.8058991436726927,2025-11-22 08:44:38.529565,2025-11-22 09:43:32.604644,0 days 00:58:54.075079,0.3164125302576228,3.9460109036115436,-0.4164675017829836,3.7768021381044625,3.3122081714563567,4.317725369982309,-0.7746326826026384,2.6833926349104456,1733.2312537289818,4206.975713619383,5478.223785839176,7893.707145971557,9917.743987481732,11896.547881304117,13804.879007479625,15998.082196799416,2997,4676,6702,7915,9780,11335,13408,16055,0,2262,4806,6503,8231,9740,11237,13519,0.22938700174804516,0.8463464198879853,0.7517453887684044,0.412344636566384,0.06032294746234894,0.5627725516305819,0.9617297405328945,0.5435988430952449,COMPLETE
344,0.7159847764034253,2025-11-22 09:43:32.791135,2025-11-22 10:42:19.294897,0 days 00:58:46.503762,0.26930881798117084,4.002283613730926,-0.5243902469475461,4.648579675008065,3.303879059749785,4.47739608714125,-0.8905436220202512,2.7041679359002107,1612.6341705604436,4188.3811871837715,5483.483201100237,7951.834335927669,9915.356135931414,11888.476818844067,13770.929085811336,15993.802770718734,3001,4655,6680,7932,9780,11337,13422,16155,169,2241,4883,6517,8229,9819,11271,13523,0.2328936749865109,0.8394749266394281,0.8052649198059659,0.38224183635463704,0.033201640742270395,0.5639544609631633,0.9992995457181858,0.5467445312291921,COMPLETE
345,0.5285442435775451,2025-11-22 10:42:19.899688,2025-11-22 11:41:17.304037,0 days 00:58:57.404349,0.5623468251384831,3.563928766507889,-0.36030723966548667,4.138196513327226,3.961266405104552,4.775936391678702,-1.6669092614136098,2.3112481837334764,1737.0370224768599,4206.054756557336,5505.287062441413,7886.486604405495,9842.7153887054,11833.96063160706,13800.907127159291,15918.350156666906,2964,4667,6699,7958,9822,11279,13450,16109,0,2293,4766,6470,8172,9782,11302,13483,0.2757597119212761,0.7713829840636132,0.7455088570671601,0.4349231192736132,0.0642124118447265,0.7069786204706507,0.958851821924755,0.5324210602221657,COMPLETE
346,0.36631779257849667,2025-11-22 11:41:17.554943,2025-11-22 12:40:13.897942,0 days 00:58:56.342999,0.8084910609380707,3.9525810952080036,-0.6124785892220856,4.4327359580496095,2.954141984096782,4.259873529668362,-1.0338327982699493,3.1238996567999346,1841.0226105298816,4255.521900785622,5465.026096155676,7838.522899239865,9885.301229934208,11889.27871196396,13921.500037896663,15876.881814981449,2995,4688,6677,7902,9738,11305,13411,16089,18,2255,4345,6265,8284,9735,11219,13458,0.24861540569036872,0.810379880504855,0.8020072157486712,0.40602332149942333,0.09467251389538339,0.7846849625888475,0.9639432254769312,0.4388879272304872,COMPLETE
347,0.8068506184586108,2025-11-22 12:40:14.145510,2025-11-22 13:39:11.379770,0 days 00:58:57.234260,0.2290768960214838,3.3316368422136904,0.161956288488724,3.8352259510183275,3.7040365591423603,4.607166218954479,-1.321735608058235,2.9334411451777442,1760.7403712554699,4116.178369184344,5527.112057014511,7796.10993979621,9935.649107765972,11922.823859529532,13988.226886366032,15999.57902178241,2975,4655,6699,7990,9816,11392,13436,16196,16,2271,4654,6446,8108,9767,11248,13545,0.21659395248247393,0.7537819668535669,0.7562986695784807,0.44645069783273944,0.11387924429405645,0.6151032664057032,0.9772562193877927,0.4890101739306405,COMPLETE
348,0.8082778306374881,2025-11-22 13:39:11.670230,2025-11-22 14:38:07.764367,0 days 00:58:56.094137,0.22704411707742292,3.8369798778180058,0.1681463832633297,3.8074301411793976,3.6878457148435544,4.406284879828719,-1.2917793132116286,2.7266781063978303,1785.1797474152784,4111.1645688870185,5528.505342675946,7791.219915464055,9952.641027851307,11926.313167086593,13990.644090896065,15995.990009118686,2946,4655,6712,7991,9688,11366,13383,16053,0,2239,4672,6489,8230,9721,11252,13551,0.20994608268054554,0.752464390191744,0.7467695129254454,0.4474018934825251,0.010468368472421177,0.6065845324495621,0.9651306694867458,0.4890575780282095,COMPLETE
349,0.5228353948620361,2025-11-22 14:38:07.989058,2025-11-22 15:36:59.558414,0 days 00:58:51.569356,0.5221869162837853,3.803416708912855,-0.0017758079845515118,3.139018191694321,3.7489853623804756,4.027167272093179,-1.2535263986930874,2.9425868448343553,1788.725651725785,4112.811167885193,5534.487333704625,7798.966224758029,9954.411860626455,11924.482505665277,13999.350803387995,15999.423240133916,2949,4600,6722,7997,9686,11378,13383,16043,19,2234,4670,6444,8108,9713,11284,13540,0.2087821369236823,0.7471370697524756,0.7579247414162897,0.4523335908538908,0.020026854903602308,0.6111358634408379,0.9826271947870434,0.4926332524432428,COMPLETE
350,0.7882968601332064,2025-11-22 15:36:59.818904,2025-11-22 16:35:47.011529,0 days 00:58:47.192625,0.2023840043245841,3.2495925102498555,0.16388900585125615,3.3428719830927265,3.632282836714585,4.543783847120947,0.12023997627894906,2.3646721962991153,1953.5334154941002,4126.113057829287,5521.792842952638,7796.920115692512,9874.55767103678,11936.195798318426,13956.190000809203,15929.951720858193,3031,4643,6672,7990,9692,11394,13357,16122,28,2233,4661,6539,8112,9766,11261,13555,0.25672549752768187,0.7499353679378098,0.8151620337217993,0.44616384227749323,0.043058220652605665,0.6309441433245755,0.9985670610963805,0.48758403587214044,COMPLETE
351,0.5413891531874405,2025-11-22 16:35:47.220219,2025-11-22 17:34:40.390321,0 days 00:58:53.170102,0.7305482603902564,3.620618814040401,0.12592664935881565,2.8907685702834645,4.4852508747816495,4.656395021184504,-1.578136647331218,4.058012365002167,2050.878985345937,4255.152256048218,5529.453352442141,7996.550210961569,9960.701838729196,11939.017340816094,13634.535689620712,15955.905456843097,2936,4700,6721,7959,9830,11357,13434,16074,10,2244,4713,6489,8308,9722,11307,13428,0.3037913402960776,0.7628950818834354,0.7712730405464298,0.4472621835024486,0.3274012122229173,0.4709721183990052,0.9623817971897078,0.5089624460667755,COMPLETE
352,0.8120837297811608,2025-11-22 17:34:40.708792,2025-11-22 18:33:46.815740,0 days 00:59:06.106948,0.18968372106696135,4.025128962104873,-0.1300543410020656,3.718194290221128,3.6955195415853757,4.417219568317179,-1.3213049629429288,3.425556972340984,1767.3805487367465,4055.1198452842946,5504.802316053681,7752.925080947159,9836.50239848273,11837.3358449037,13657.282960216733,15920.211599899547,2913,4679,6687,7990,9869,11441,13399,16048,0,2266,4316,6239,8074,9846,11275,13539,0.20237224767432901,0.7799327266762599,0.7982960701359075,0.4525223775143942,0.08967953388169814,0.49414880283667123,0.9791042044734521,0.524814841166448,COMPLETE
353,0.8039961941008563,2025-11-22 18:33:46.977132,2025-11-22 19:32:45.845498,0 days 00:58:58.868366,0.20059763764703425,4.040515202688368,-0.19338881942374792,3.7873331666373033,3.784927089817629,4.422850579733117,-1.2664924127821633,3.3631395604412013,1750.9889026351009,4079.7677775696084,5531.8312754712615,7758.118910898389,9838.16113753715,11826.625281947807,13925.130515897954,15838.675794691297,2916,4656,6669,8031,9800,11435,13399,16200,18,2310,4300,6457,8093,9830,11270,13547,0.16936690863923226,0.7835579898593547,0.7341463392641125,0.455905874805355,0.1355680631089097,0.5074133808961885,0.9613807786299328,0.4844835638449937,COMPLETE
354,0.8092293054234063,2025-11-22 19:32:46.044863,2025-11-22 20:31:40.802276,0 days 00:58:54.757413,0.1703543437329911,4.043798999701868,0.2170748415075334,3.550601487420781,4.2021757797874315,4.668654883223936,-1.3745132333305494,2.9648936128641417,1771.028581628375,4061.966342847189,5438.1405066014695,7839.453337335066,9887.897810949555,11840.211800454339,13858.216617188391,15959.614481369419,2956,4553,6680,7975,9852,11411,13379,16236,9,2271,4378,6243,8055,9864,11245,13515,0.20541884087550213,0.7713351543485133,0.7957974975097823,0.438167258733695,0.01378296165017943,0.5980735675506319,0.9779961617072911,0.550690583045027,COMPLETE
355,0.7954329210275928,2025-11-22 20:31:41.000723,2025-11-22 21:30:34.739320,0 days 00:58:53.738597,0.1026419454169715,3.9063206573391107,-0.1310461507285116,3.543508072572095,4.885342786722943,4.68858930194079,-1.4934057495563033,2.9645940947219387,1765.7455616073175,4052.531791555026,5437.138080279809,7847.38666988997,9999.686546199484,11833.194607271998,13871.636865673952,15961.597871457929,2913,4549,6672,7982,9851,11421,13324,16260,35,2276,4325,6372,8058,9856,11252,13520,0.21247415339815173,0.7664849809916136,0.7908618008148818,0.3893441401085678,0.047386226145618215,0.6001249195166289,0.9601051498749026,0.772219495011309,COMPLETE
356,0.7421503330161751,2025-11-22 21:30:35.024329,2025-11-22 22:29:36.498517,0 days 00:59:01.474188,0.14931303118358674,3.350739976830079,0.2010718562516669,3.9700678406253167,4.2660817336275905,4.444546088728244,-1.2729404658460661,2.7342643917542633,1801.6578134604713,4116.290244379648,5403.335823213807,7880.127614006907,9882.033172981735,11872.451594184926,13896.514395424792,15874.977239097881,2838,4657,6683,8000,9860,11457,13374,16238,137,2268,4372,6250,8069,9880,11246,13543,0.277101877341645,0.7717406690066368,0.7637396734772953,0.364009455335226,0.08264035934255912,0.6189876442608218,0.9775944300028083,0.5534357479176347,COMPLETE
357,0.8068506184586108,2025-11-22 22:29:36.681523,2025-11-22 23:28:41.580294,0 days 00:59:04.898771,0.2289249776414172,3.6302098770173075,-0.06523496683067326,3.6765897144008086,3.9116336228040742,4.73864641477307,-1.7885423428594682,3.103726476191875,1872.10463475835,4084.6812541939794,5451.631295832399,7838.739166563349,9827.214297763278,11833.330401053328,13972.836961319723,14527.11914740214,2953,4550,6706,7986,9871,11396,13385,16143,23,2293,4370,6209,8082,9859,11274,13513,0.20634995068855266,0.7861025461871862,0.79244042641772,0.43112496797549194,0.01388212769501084,0.573757118018495,0.9789707550975013,0.499135051756412,COMPLETE
358,0.7978116079923881,2025-11-22 23:28:41.765741,2025-11-23 00:27:32.146017,0 days 00:58:50.380276,0.19980316319925004,3.555897268701078,-0.14159155105073218,3.6752992192054443,3.9461632206310906,4.991427382393294,-1.8077559204222287,3.1392355300975043,1784.7731716157934,4083.179888328704,5448.311046498299,7833.0789722649315,9830.48176864672,11843.174666198718,13980.036147228653,15996.230502158896,2953,4454,6708,7983,9907,11388,13343,16148,26,2298,4630,6210,8075,9894,11266,13518,0.2588402918859076,0.7890074934725683,0.7724562680214992,0.4258644389751309,0.011289882059788538,0.5974810431368003,0.9523057550101939,0.5052765439464116,COMPLETE
359,0.8049476688867745,2025-11-23 00:27:32.330662,2025-11-23 01:26:22.023834,0 days 00:58:49.693172,0.21418767499268665,4.104948287100372,0.15273262162434134,3.4172992525630015,4.146202531702359,4.753362879125082,-1.3936640237418365,3.535733804355269,1881.8408886774798,4064.8822319341866,5407.56890051887,7946.997755139946,9890.687534810206,11825.65684035798,13842.707726712675,15969.989841431458,2950,4558,6706,8014,9879,11393,13386,16098,19,2840,4397,6232,8162,9862,11232,13535,0.2111128560393386,0.8074151935801975,0.7917973253096229,0.4075533773407999,0.028258132787082613,0.5802975450267667,0.9743417737782972,0.47950864955875955,COMPLETE
360,0.6793529971455756,2025-11-23 01:26:22.194442,2025-11-23 02:25:14.878637,0 days 00:58:52.684195,0.04352229505848362,3.2291300568714045,-0.16091108424037343,3.7816807595879545,3.740600126998087,4.627272003082055,-1.0748914832633176,2.909407053648928,1676.6261826808109,4145.35262464339,5447.182793266403,7897.593545481797,9847.077213727393,11776.863038166939,13961.910351515191,14210.17459047763,2957,4535,6722,7970,9936,11398,13362,16123,456,2312,4374,6470,8042,9842,11316,13513,0.235267943387818,0.74799298490451,0.7473991081599245,0.4341615618938931,0.19619406045057147,0.5656544824502296,0.9589864437789082,0.5034638565152129,COMPLETE
361,0.5485252140818269,2025-11-23 02:25:15.062513,2025-11-23 03:24:11.305413,0 days 00:58:56.242900,0.3445871387647198,3.6819532219408724,-0.0028379626329628344,4.221360017755348,4.383507237957508,4.385631880636938,-1.664236410133751,3.2951128008993065,1687.5282983468273,4111.863476906201,5543.43067814771,7835.458254334228,9898.043557421035,11867.165468160842,13930.945009414918,15920.536007036962,2932,4517,6683,7952,9892,11362,13400,16161,32,2292,4359,6288,8101,9865,11278,13558,0.2887455614720989,0.7853878914369683,0.7995095226413129,0.38916791758582797,0.04245807585259119,0.5565064241292201,0.9773001017197847,0.452935815347476,COMPLETE
362,0.47288296860133205,2025-11-23 03:24:11.567385,2025-11-23 04:23:06.144175,0 days 00:58:54.576790,0.6488872479669466,3.8412387164409716,-0.2706542673350991,3.5330300960463297,3.9183455712162316,4.828103718861473,-1.9364448356604385,2.9910208979953152,1853.3446719725123,4036.498030274924,5470.610219320798,7960.000589554312,9911.641940440493,11829.81541863445,13749.932750923726,15838.295383830005,2973,4638,6665,7998,9823,11410,13381,16141,16,2269,4569,6418,8076,9819,11196,13509,0.1677978175579498,0.7557104801617655,0.7703309270506764,0.46167698755300446,0.01718264865710157,0.6212939742852129,0.9501971683765011,0.4756605501641804,COMPLETE
363,0.7921027592768791,2025-11-23 04:23:06.381631,2025-11-23 05:21:58.738437,0 days 00:58:52.356806,0.0331593129429395,4.084948968828521,-0.7815738389112894,3.2513030030523824,3.631587581021361,4.528313474023124,-1.0803605381988086,3.448494221616056,1880.1804668455704,4136.840137078564,5425.749261993185,7775.817996755844,9741.203889612758,11881.923322448769,13993.635189497714,14564.834535023443,3016,4680,6699,7978,9745,11411,13409,16230,25,2257,4712,6441,8117,9798,11253,13536,0.20728838421342102,0.7713752901698359,0.8093598015620295,0.41374227682201964,0.06721556023633228,0.5278668578222729,0.979964870613154,0.5184642672412922,COMPLETE
364,0.8068506184586108,2025-11-23 05:21:58.941677,2025-11-23 06:21:13.626279,0 days 00:59:14.684602,0.399019319574233,3.5447164174403056,0.08792176390330164,4.012758099677798,4.192199035028393,4.2948297390222905,-1.3860740880394387,2.726079630821136,1833.8918491690122,4176.777171970305,5507.304534874977,7996.566558063848,9822.253871912772,11934.245739157584,13863.021119408573,14688.407364769557,2964,4472,6684,7944,9862,11450,13343,16079,11,2284,4325,6388,8048,9851,11325,13488,0.24927260289295422,0.7959728458332844,0.7931851054494561,0.4332882822611834,0.08685028493039099,0.6021167837572866,0.9999912668155475,0.5473265022124502,COMPLETE
365,0.4196003805899144,2025-11-23 06:21:13.815022,2025-11-23 07:20:14.205081,0 days 00:59:00.390059,0.876513183182082,3.7981170061143836,-0.4922874467809679,3.6922449157045265,4.691679498314685,4.663989838853544,-0.7740099478488952,3.2095815298798716,1905.730068448053,4089.7298114306973,5458.765888718545,7865.24329004536,9863.4620313804,11802.169034338045,13549.976979552177,14273.002645752418,3043,4617,6721,7970,9729,11428,13391,16115,11,2315,4394,6246,8216,9907,11277,13459,0.2277201630016758,0.7413795245685965,0.7580647717027391,0.4605051928212214,0.14634210173524048,0.49280375982022223,0.954387780540582,0.4967767817476407,COMPLETE
366,0.4362511893434824,2025-11-23 07:20:14.411794,2025-11-23 08:19:16.969848,0 days 00:59:02.558054,0.633628945329727,4.117757202188311,0.14811633530283613,3.3908984004150016,3.6919133918931695,4.989737108935625,-1.2222640958714777,2.4392323136383163,1565.7733638987106,4157.56454803485,5546.589937521404,7921.509946175111,9941.178555962475,11886.02553730416,13602.808803476848,15964.981369785393,2988,4693,6666,7960,9833,11374,13356,16059,36,2263,4338,6414,8089,9836,11216,13513,0.2696122068730225,0.8245301883303184,0.7381137251805608,0.40339705055620095,0.11631402611229526,0.6605667132117102,0.9741739678999487,0.5183984820112316,COMPLETE
367,0.7764034253092293,2025-11-23 08:19:17.212430,2025-11-23 09:18:17.007062,0 days 00:58:59.794632,0.19450563720077016,-0.416893084658301,-0.1012429668328273,4.44289195692906,3.9270558931972404,4.798041609979471,-1.595939835892424,3.8339072279298443,1714.2949079394866,4050.829246685438,5486.785370185404,7812.50094561791,9914.596521644797,11929.92743632804,13630.499738339851,15877.617556090547,3083,4608,6698,8023,9802,11342,13419,16090,22,2295,4600,6366,8257,9763,11248,13478,0.17250685348048977,0.7381357553879588,0.7811998593855632,0.43610979369988245,0.041073999091167546,0.5783940386912653,0.940872329615451,0.49245422698674307,COMPLETE
